L,beta,wolff,wolff_sem,heatbath,heatbath_sem,metropolis,metropolis_sem,adaptive,adaptive_sem,z_wolff_heatbath,z_adaptive_heatbath,z_metropolis_heatbath
4,0.6,0.7731164890806539,0.0007075252361847341,0.7733670108358149,0.0011114139446911587,0.7738234118513686,0.0013761715451691729,0.7656104380438131,0.0009126099334754029,-0.19014787921460793,-5.393669499314532,0.2580106534972511
4,0.61,0.7613134307276963,0.0007294177349592096,0.7614027719246523,0.0010833649098313935,0.760524443192745,0.0014187388441077487,0.751393004942585,0.0009524961732990402,-0.068406387048417,-6.93897606976654,-0.49203972453024347
